row_id,sentiment_text,ground_truth,final_text_original,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence,swn_sentiment
366,#Iranwar report and insights https://docs.google.com/document/d/1_bB_zXnQcHfEHLMfre_BFFe18KC5I7PG/edit?usp=drivesdk&amp;ouid=102650115553824204817&amp;rtpof=true&amp;sd=true,neutral,#iranwar report and insights,neutral,0.0,0.0,Neutral
367,"🔴 LIVE STREAM: Ukraine, Iran, &amp; a Fracturing World - Who Will Rise? 🔴 LIVE STREAM: Geopolitics News 📅 2026-03-06 14:10 UTC (Starts in 13m) https://www.youtube.com/watch?v=BXFgaoGQwKU  #Geopolitics #IranWar #EnergyCrisis #Geopolitics #UkraineConflict #GlobalNews #livestream",neutral,":red_circle: live stream: ukraine, iran, &amp; a fracturing world - who will rise? :red_circle: live stream: geopolitics news :calendar: 2026-03-06 14:10 utc (starts in 13m) #geopolitics #iranwar #energycrisis #geopolitics #ukraineconflict #globalnews #livestream",neutral,0.0,0.0,Neutral
368,"Why I keep saying""Trump, Vance, Rubio &amp; Hegseth do not give a shit about how many soldiers die for their incompetence &amp; stupidity?Look no further ⬇️Those who made the ultimate sacrifice return home &amp;not 1 from #TrumpRegime or #GOPTraitors are therehttps://www.instagram.com/reel/DVg0vuMFKCO/?igsh=MW5taDVrbW55aGFuNw==#IranWar",negative,"why i keep saying""trump, vance, rubio &amp; hegseth do not give a shit about how many soldiers die for their incompetence &amp; stupidity?look no further :down_arrow:those who made the ultimate sacrifice return home &amp;not 1 from #trumpregime or #goptraitors are there",neutral,0.0,1.0,Neutral
369,RE: https://union.place/@workersliberty/116182124382609178A fanatical religious regime threatening the World.....the USA.#IranWar #USPOL #USPolitics #Theocracy #Evangelicals #GOP,negative,re: fanatical religious regime threatening the world.....the usa.#iranwar #uspol #uspolitics #theocracy #evangelicals #gop,negative,-1.0,1.0,Negative
370,"The USA has already gone through more patriot missiles in 7 days of attacking Iran than it has made available in its 4 years of supply to Ukraine fighting Russia I think that says all you need to know#iranwar#Ukraine #feedtheenemyhttps://cepa.org/article/the-iran-war-peril-and-opportunity-for-ukraine/?hl=en-GBhttps://militarywatchmagazine.com/article/us-patriot-interceptors-five-days-iran#:~:text=Reports%20from%20multiple%20Western%20sources,attack%20against%20the%20country%20on",neutral,the usa has already gone through more patriot missiles in 7 days of attacking iran than it has made available in its 4 years of supply to ukraine fighting russia i think that says all you need to know#iranwar#ukraine #feedtheenemy,positive,1.0,1.0,Neutral
371,"Power prices in Europe swing wildly between free sunlight and expensive gas:""On March 4, day-ahead prices in Denmark swung from €26 per MWh at 2pm to almost €430 at 5.45pm, less than four hours later. Prices in the Netherlands jumped from €24 to €450 over the same period, with similarly large swings in Belgium and Germany.""--&gt; We need way more grid storagehttps://www.ft.com/content/ac77915d-7542-4129-aabe-d3a9daff2573#Climate #Energy #Grids #Electricity #IranWar #EU #EUPol #Renewables #FossilFuels",neutral,"power prices in europe swing wildly between free sunlight and expensive gas:""on march 4, day-ahead prices in denmark swung from €26 per mwh at 2pm to almost €430 at 5.45pm, less than four hours later. prices in the netherlands jumped from €24 to €450 over the same period, with similarly large swings in belgium and germany.""--&gt; we need way more grid storage #energy #grids #electricity #iranwar #eu #eupol #renewables #fossilfuels",negative,-0.3333333333333333,0.3333333333333333,Neutral
372,Woke up this amStill have a war Still have crazy people in White House provokingescalation to even higher levels.Still no Congress with the balls to stop said crazy person.No SCOTUS to limit his insanity.A hearty &quot;fuck off bitch&quot; to those that decided not voting was in their best interest.You know who you are.#iran#IranWar #trump#congress#scotus,negative,woke up this amstill have a war still have crazy people in white house provokingescalation to even higher levels.still no congress with the balls to stop said crazy person.no scotus to limit his insanity.a hearty &quot;fuck off bitch&quot; to those that decided not voting was in their best interest.you know who you are.#iran#iranwar #trump#congress#scotus,negative,-0.1111111111111111,0.1111111111111111,Neutral
373,"#Russia is providing #Iran with targeting information to attack American forces in the Middle East, the 1st indication that another major US adversary is participating -even indirectly -in the war.Trump's allies: North Korea, Argentina...Putin has betrayed him again. The gulf states are livid. Macron is aiding LB, Spain is refusing...Americans must rise up &amp; work to remove this regime before the global #economy sinks into a deep #recession.#IranWar #Protest #USPolhttps://www.washingtonpost.com/national-security/2026/03/06/russia-iran-intelligence-us-targets/",negative,"#russia is providing #iran with targeting information to attack american forces in the middle east, the 1st indication that another major us adversary is participating -even indirectly -in the war.trump's allies: north korea, argentina...putin has betrayed him again. the gulf states are livid. macron is aiding lb, spain is refusing...americans must rise up &amp; work to remove this regime before the global #economy sinks into a deep #recession.#iranwar #protest #uspol",negative,-0.5,0.5,Neutral
374,One of the key components of Kushner&#39;s deals in the middle east is the United Arab Emirates. They have published their disdain for the U.S. strike on Iran and slapped Trump down for his failure to understand the impact on stability in the region. I have long said Kushner does not fully understand the vipers he is dealing with. He is nothing but a gnat and a tool for them. That reality may soon come to strike him. #uspolitics #MiddleEastConflict #kushner #IranWar,negative,one of the key components of kushner&#39;s deals in the middle east is the united arab emirates. they have published their disdain for the u.s. strike on iran and slapped trump down for his failure to understand the impact on stability in the region. i have long said kushner does not fully understand the vipers he is dealing with. he is nothing but a gnat and a tool for them. that reality may soon come to strike him. #uspolitics #middleeastconflict #kushner #iranwar,negative,-0.3333333333333333,0.3333333333333333,Neutral
375,"RE: https://mas.to/@aljazeera_gotgrip/116181408383512776And who needs to pay that? Right! You, me, the poor, the marginalised, our children, etc. When are we going to wake-up!? Or more, don't fall at sleep, don't get numb, don't let yourself overwhelm with shock and awe!Time for some Rage Against The Machine to wake you up (or keep you awake):https://www.youtube.com/watch?v=ZaTCl0fqIX0#IranWar #LebanonWar #War #MiddleEast #Trump #Israel #StopTheWar",negative,"re: who needs to pay that? right! you, me, the poor, the marginalised, our children, etc. when are we going to wake-up!? or more, don't fall at sleep, don't get numb, don't let yourself overwhelm with shock and awe!time for some rage against the machine to wake you up (or keep you awake): #lebanonwar #war #middleeast #trump #israel #stopthewar",positive,0.2727272727272727,0.2727272727272727,Neutral
376,"RE: https://journa.host/@ScottLucas/116181133954451208Prime Minister Nawaf Salam: #Lebanon “dragged further into the abyss” in a conflict it “did not seek and did not choose”Amid #Israel 's ""massive"" forced displacement from southern Lebanon and south #Beirut""Situation is grave, and our responsibility is high""#IranWar #Hezbollah",neutral,"re: minister nawaf salam: #lebanon “dragged further into the abyss” in a conflict it “did not seek and did not choose”amid #israel 's ""massive"" forced displacement from southern lebanon and south #beirut""situation is grave, and our responsibility is high""#iranwar #hezbollah",negative,-1.0,1.0,Neutral
377,"The Day Israel Lost AmericaPhoto: Daniel Torok/White House/Handout Years from now, February 28, 2026, might be remembered as the day Israel finally…#NewsBeep #News #BreakingNews #americanaffairs #breakingnews #DonaldTrump #iranwar #Israelhttps://www.newsbeep.com/421013/",neutral,"the day israel lost americaphoto: daniel torok/white house/handout years from now, february 28, 2026, might be remembered as the day israel finally…#newsbeep #news #breakingnews #americanaffairs #breakingnews #donaldtrump #iranwar #israel",negative,-1.0,1.0,Neutral
378,"The #IranWar: it&#39;s not just the military personnel&#39;s lives lost and the costs, it&#39;s the terror: &quot;When Time asked Pres. Donald Trump whether citizens should be worried about retaliatory attacks on American soil following his Iran strikes, he all but shrugged. &#39;I guess,&#39; he replied&quot;: https://www.huffpost.com/entry/latest-news-live-updates_n_69a562ade4b0d383f503f9f5/liveblog_69aa2b91e4b0803f139f719a?origin=home-whats-happening-unit",neutral,"the #iranwar: it&#39;s not just the military personnel&#39;s lives lost and the costs, it&#39;s the terror: &quot;when time asked pres. donald trump whether citizens should be worried about retaliatory attacks on american soil following his iran strikes, he all but shrugged. &#39;i guess,&#39; he replied&quot;:",negative,-0.6666666666666666,0.6666666666666666,Neutral
379,"Vessel traffic through the Strait of Hormuz has dropped from an average of 138 ships a day to just two in the 24 hours to Thursday, the Joint Maritime Information Center has reported.https://oilprice.com/Latest-Energy-News/World-News/Daily-Ship-Traffic-in-Strait-of-Hormuz-Plummets-From-138-to-Just-2.html#news #iran #iranwar",neutral,"vessel traffic through the strait of hormuz has dropped from an average of 138 ships a day to just two in the 24 hours to thursday, the joint maritime information center has reported. #iran #iranwar",neutral,0.0,0.0,Neutral
380,"I do not know if that is the right lucifer, but in any case, i believe he is right#lucifer #iranWar #usa2026 #uspolicy",neutral,"i do not know if that is the right lucifer, but in any case, i believe he is right#lucifer #iranwar #usa2026 #uspolicy",positive,1.0,1.0,Neutral
381,Graeme Bandeira @GraemeBandeira on #Trump #FifaPeacePrize #Iran #IranWar #middeeastwar – political cartoon gallery in London original-political-cartoon.com,neutral,graeme bandeira @graemebandeira on #trump #fifapeaceprize #iran #iranwar #middeeastwar – political cartoon gallery in london original-political-cartoon.com,positive,1.0,1.0,Neutral
382,"Russia is providing Iran intelligence to target U.S. forces, officials say. 🎻 https://www.washingtonpost.com/national-security/2026/03/06/russia-iran-intelligence-us-targets#news #iran #iranwar",neutral,"russia is providing iran intelligence to target u.s. forces, officials say. :violin: #iran #iranwar",positive,1.0,1.0,Neutral
383,Brits arriving home say Dubai ‘is like the band still playing on Titanic as it sank’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/brits-arriving-home-say-dubai-is-like-band-still-playing-titanic-sank-27257291/,neutral,brits arriving home say dubai ‘is like the band still playing on titanic as it sank’,positive,1.0,1.0,Neutral
384,"Report: US investigators say the US military probably carried out the double-tap strike that killed 165, mostly young girls, at an Iranian elementary school.A &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians to arrive in order to kill them as well.https://www.middleeasteye.net/news/us-investigators-say-american-strike-most-likely-responsible-iranian-school-massacre #USWarCrimes #USPol #EUPol #IranWar #IranSchoolAttack #news .",negative,"report: us investigators say the us military probably carried out the double-tap strike that killed 165, mostly young girls, at an iranian elementary school.a &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians to arrive in order to kill them as well. #uswarcrimes #uspol #eupol #iranwar #iranschoolattack #news .",negative,-0.6666666666666666,0.6666666666666666,Neutral
385,"""Washington’s western allies may be privately uncomfortable at being visibly associated with another illegal US-Israeli war. But in supporting more than two years of genocide in Gaza, they already made their pact with the devil. There is no going back now""#Iran #Israel #US #IranWarIsrael planned this war on Iran for 40 years. Everything else is a smoke screen | Middle East Eyehttps://www.middleeasteye.net/opinion/israel-planned-war-iran-40-years-everything-else-smoke-screen",negative,"""washington’s western allies may be privately uncomfortable at being visibly associated with another illegal us-israeli war. but in supporting more than two years of genocide in gaza, they already made their pact with the devil. there is no going back now""#iran #israel #us #iranwarisrael planned this war on iran for 40 years. everything else is a smoke screen | middle east eye",negative,-0.6666666666666666,0.6666666666666666,Neutral
386,I have a question for the American #republican #Congress :Are you proud of yourselves?#ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral,i have a question for the american #republican #congress :are you proud of yourselves?#ice #epstein #democracy #tariffs #racist #incompetence #iran #iranwar,negative,-0.3333333333333333,0.3333333333333333,Neutral
387,"For decades, critics have warned that military interventions in the Middle East create more instability rather than solving problems.The current strikes in Iran by Israel and the United States have already killed large numbers of people and risk expanding the conflict across the region. �The Business StandardHistory shows that violence often leads to more violence, creating a cycle that becomes harder to break with every new war.#IranWar #IranIsraelWar #MiddleEastCrisis #PeaceNow",negative,"for decades, critics have warned that military interventions in the middle east create more instability rather than solving problems.the current strikes in iran by israel and the united states have already killed large numbers of people and risk expanding the conflict across the region. �the business standardhistory shows that violence often leads to more violence, creating a cycle that becomes harder to break with every new war.#iranwar #iranisraelwar #middleeastcrisis #peacenow",negative,-0.7777777777777778,0.7777777777777778,Neutral
388,Latest paper out now! https://bit.ly/sol-762#Iran #Iranwar #revolution #uprising #freedom #bombing #war #Ukraine #Russia #Putin #socialism #workers #classWar #climateChange #israel #palestine #gaza #union #feminism #blacklivesMatter #farRight #antifa #fascism #trans #lgbtQ #history #debate #politics #uk #ukpol #labour #elections #news #journalism #communism,negative,latest paper out now! #iranwar #revolution #uprising #freedom #bombing #war #ukraine #russia #putin #socialism #workers #classwar #climatechange #israel #palestine #gaza #union #feminism #blacklivesmatter #farright #antifa #fascism #trans #lgbtq #history #debate #politics #uk #ukpol #labour #elections #news #journalism #communism,negative,-0.3333333333333333,0.3333333333333333,Neutral
389,"Another early morning cuz #Insomnia ...if I get up to wiz, I just can't seem to turn my brain off. Wish I could predict that, so I could just pop a melatonin and get back to sleep.What is there to keep my brain occupied? Well, let's see ... (gestures to the world)#IranWar #EpsteinFiles #Revolution#SaveActTaxesYourVote #RTO#NewJob#Parenthood",neutral,"another early morning cuz #insomnia ...if i get up to wiz, i just can't seem to turn my brain off. wish i could predict that, so i could just pop a melatonin and get back to sleep.what is there to keep my brain occupied? well, let's see ... (gestures to the world)#iranwar #epsteinfiles #revolution#saveacttaxesyourvote #rto#newjob#parenthood",positive,1.0,1.0,Neutral
390,Breaking #FakeNews: European Uniom let's Keir Starmer know they could always rejoin the union.#Britain #IranWar,neutral,breaking #fakenews: european uniom let's keir starmer know they could always rejoin the union.#britain #iranwar,negative,-1.0,1.0,Neutral
391,Iran launches Wave 22 missile strikes as Deputy FM warns of total war at Delhi summit. https://english.mathrubhumi.com/news/world/operation-true-promise-iran-launches-wave-22-missile-strikes-minister-warns-of-total-war-s57osg73?utm_source=dlvr.it&amp;utm_medium=mastodon #IranWar #IRGC #MiddleEastConflict #USIsraelWar #MissileAttack,negative,iran launches wave 22 missile strikes as deputy fm warns of total war at delhi summit. #iranwar #irgc #middleeastconflict #usisraelwar #missileattack,neutral,0.0,0.0,Neutral
392,"RE: https://journa.host/@ScottLucas/116181979599053987With Ireland's Tonight Show:#Europe needs to support Gulf States in attempts for de-escalation US- #Israel war on #Iran and Iranian retaliation“We're in a zone of uncertainty on how much this could escalate""#IranWar #Trump #Lebanon #SaudiArabia #Kuwait #UAE #Oman #Bahrain",neutral,"re: ireland's tonight show:#europe needs to support gulf states in attempts for de-escalation us- #israel war on #iran and iranian retaliation“we're in a zone of uncertainty on how much this could escalate""#iranwar #trump #lebanon #saudiarabia #kuwait #uae #oman #bahrain",positive,1.0,1.0,Neutral
393,EA on International Media: What Next After #Israel- US Killing of #Iran ’s #SupremeLeader?#IranWar #Lebanon #SaudiArabia #UAE #Kuwait #Oman #Bahrain #Trumphttps://eaworldview.com/2026/03/what-next-iran-israel-us-killing-supreme-leader/,neutral,ea on international media: what next after #israel- us killing of #iran ’s #supremeleader?#iranwar #lebanon #saudiarabia #uae #kuwait #oman #bahrain #trump,neutral,0.0,1.0,Neutral
394,"&quot;This war is still, for its aggressors, a war of choice – and a choice that was taken without Europe at the table. That makes the language with which Europe has responded to those aggressors all the more unsettling.&quot;This week in our Good Week, Bad Week newsletter: Europe&#39;s response to the escalating conflict in the Middle Easthttps://substack.com/home/post/p-190033346#iran #iranwar #europe #politics #geopolitics",neutral,"&quot;this war is still, for its aggressors, a war of choice – and a choice that was taken without europe at the table. that makes the language with which europe has responded to those aggressors all the more unsettling.&quot;this week in our good week, bad week newsletter: europe&#39;s response to the escalating conflict in the middle east #iranwar #europe #politics #geopolitics",negative,-0.5,0.5,Neutral
395,Haha. #Trump wants to impose his own unique style of “democracy” on #Iran. #IranWar https://www.reuters.com/world/middle-east/trump-tells-reuters-us-will-have-role-choosing-irans-next-leader-2026-03-05/,neutral,haha. #trump wants to impose his own unique style of “democracy” on #iran. #iranwar,neutral,0.0,1.0,Neutral
396,Anti-war demonstration on Saturday to protest Cyprus’ involvement https://cyprus-mail.com/2026/03/06/anti-war-demonstration-on-saturday-to-protest-cyprus-involvement #Cyprus #IranWar,neutral,anti-war demonstration on saturday to protest cyprus’ involvement #cyprus #iranwar,negative,-1.0,1.0,Neutral
397,BBC Question Time with @georgemonbiot.bsky.social@bsky.brid.gy: “Is the UK being dragged into US-Israel war with Iran (full video):   #bbcqt #iranwar'Is the UK being dragged into ...,neutral,bbc question time with @georgemonbiot.bsky.social@bsky.brid.gy: “is the uk being dragged into us-israel war with iran (full video): #bbcqt #iranwar'is the uk being dragged into ...,negative,-1.0,1.0,Neutral
398,"RE: https://journa.host/@ScottLucas/116181133954451208#Israel Defense Forces: We carried out ""broad-scale wave” of 26 strikes in the Dahieh area of southern #Beirut overnightTargets included a command center of #Hezbollah executive council and a facility storing drones for attacks against Israel#Lebanon #IranWar",neutral,"re: defense forces: we carried out ""broad-scale wave” of 26 strikes in the dahieh area of southern #beirut overnighttargets included a command center of #hezbollah executive council and a facility storing drones for attacks against israel#lebanon #iranwar",negative,-1.0,1.0,Neutral
399,Trump urges Iranian Kurds to attack Iran as war widensIsrael says it had started a &quot;broad-scale&quot; wave of attacks against infrastructure targets in Tehran.https://www.sabcnews.com/sabcnews/trump-urges-iranian-kurds-to-attack-iran-as-war-widens/#Iran #Trump #IranWar #USA #USANews #News #IranNews,negative,trump urges iranian kurds to attack iran as war widensisrael says it had started a &quot;broad-scale&quot; wave of attacks against infrastructure targets in tehran. #trump #iranwar #usa #usanews #news #irannews,neutral,0.0,1.0,Neutral
400,US bombs Iranian drone carrier ship.#AureFreePress #News #iranwar,negative,us bombs iranian drone carrier ship.#aurefreepress #news #iranwar,neutral,0.0,0.0,Neutral
401,"""Epstein files with claims against Trump released by US Justice Department""No wonder he wanted to start a war.https://www.aljazeera.com/news/2026/3/6/epstein-files-with-claims-against-trump-released-by-us-justice-department#Distraction #EpsteinFiles #ReleaseTheEpsteinFiles #IranWar",negative,"""epstein files with claims against trump released by us justice department""no wonder he wanted to start a war. #epsteinfiles #releasetheepsteinfiles #iranwar",negative,-0.3333333333333333,0.3333333333333333,Neutral
402,"A sustained disruption of traffic through Hormuz would not simply constitute an energy crisis. It would also represent a fertiliser shock (where prices go up dramatically and supply goes down) – and, by extension, a direct risk to global food security.#Food #FoodSecurity #Fertilisers #IranWarHow the Iran war could create a ‘fertiliser shock’ – an often ignored global risk to food prices and farminghttps://theconversation.com/how-the-iran-war-could-create-a-fertiliser-shock-an-often-ignored-global-risk-to-food-prices-and-farming-277552",neutral,"a sustained disruption of traffic through hormuz would not simply constitute an energy crisis. it would also represent a fertiliser shock (where prices go up dramatically and supply goes down) – and, by extension, a direct risk to global food security.#food #foodsecurity #fertilisers #iranwarhow the iran war could create a ‘fertiliser shock’ – an often ignored global risk to food prices and farming",negative,-1.0,1.0,Neutral
403,Seven days into the war - and last night was the first without a single launch from Iran.#AureFreePress #News #press #iranwar,neutral,seven days into the war - and last night was the first without a single launch from iran.#aurefreepress #news #press #iranwar,neutral,0.0,0.0,Neutral
404,"Israeli strikes hit Iran and Lebanon as US targets Iranian warship fleetDUBAI, U…#NewsBeep #News #Headlines #AliKhamenei #AliRezaArafi #BradCooper #Business #DonaldTrump #Drones #Generalnews #Governmentandpolitics #Iran #Irangovernment #iranwar #Israel #Israelgovernment #Lebanon #MasoudPezeshkian #MiddleEast #MIDEASTWARS #Militaryanddefense #mojtabakhamenei #PeteHegseth #Politics #SaudiArabiagovernment #VolkerTrk #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/420835/",neutral,"israeli strikes hit iran and lebanon as us targets iranian warship fleetdubai, u…#newsbeep #news #headlines #alikhamenei #alirezaarafi #bradcooper #business #donaldtrump #drones #generalnews #governmentandpolitics #iran #irangovernment #iranwar #israel #israelgovernment #lebanon #masoudpezeshkian #middleeast #mideastwars #militaryanddefense #mojtabakhamenei #petehegseth #politics #saudiarabiagovernment #volkertrk #warandunrest #washingtonnews #world #worldnews",negative,-1.0,1.0,Neutral
405,Map shows dwindling shipping through Strait of Hormuz since Iran attack  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/map-shows-dwindling-shipping-strait-hormuz-since-iran-attack-27256472/,neutral,map shows dwindling shipping through strait of hormuz since iran attack,negative,-1.0,1.0,Neutral
406,Iran War Oil Shock Threatens to Unleash Wave of Global Inflation https://www.bocvip.com/1236069/iran-war-oil-shock-threatens-to-unleash-wave-of-global-inflation-2/ #AsianEconomy #BloombergBusinessweek #businessweek #CarolMassar #CrudeOilPrices #economy #EuropeInflation #EuropeanEconomy #gas #GlobalEconomy #GlobalInflation #inflation #iran #IranOil #IranOilProduction #IranWar #JenniferWelch #Mining #oil #OilPrices #TariffInflation #TimStenovec #trump #TrumpInflation,negative,iran war oil shock threatens to unleash wave of global inflation #asianeconomy #bloombergbusinessweek #businessweek #carolmassar #crudeoilprices #economy #europeinflation #europeaneconomy #gas #globaleconomy #globalinflation #inflation #iran #iranoil #iranoilproduction #iranwar #jenniferwelch #mining #oil #oilprices #tariffinflation #timstenovec #trump #trumpinflation,negative,-0.3333333333333333,0.3333333333333333,Negative
407,🚨 Tehran Under Attackईरान की राजधानी Tehran में लगातार हमले।रिपोर्ट्स के अनुसार 1000+ मौतों की आशंका।दुनिया भर में चिंता बढ़ी।Koshi Voice#Tehran #IranWar #BreakingNews #WorldConflict #GlobalNews #KoshiVoicehttps://www.youtube.com/channel/UCCvFIWpJwQwWHKE9yzixw9A,neutral,:police_car_light: tehran under attackईरान की राजधानी tehran में लगातार हमले।रिपोर्ट्स के अनुसार 1000+ मौतों की आशंका।दुनिया भर में चिंता बढ़ी।koshi voice#tehran #iranwar #breakingnews #worldconflict #globalnews #koshivoice,negative,-1.0,1.0,Neutral
408,"An Iranian parliament member on the National Security Commission threatened on live state television to execute anyone who defies the regime, including children. ""If your children dare say a word in support of the enemy, their death sentence has been issued,"" he said.#AureFreePress #iranwar",negative,"an iranian parliament member on the national security commission threatened on live state television to execute anyone who defies the regime, including children. ""if your children dare say a word in support of the enemy, their death sentence has been issued,"" he said.#aurefreepress #iranwar",negative,-0.3333333333333333,0.3333333333333333,Neutral
409,"The suffering of civilians during war is not a new story in the Middle East. Cities have been destroyed, millions displaced, and entire generations forced to grow up in conflict zones.The latest strikes in Iran have added another chapter to this tragic history, with reports of hundreds killed and thousands wounded. �The Washington PostMany voices around the world are demanding that global powers prioritize diplomacy instead of military escalation.#IranWar #IranIsraelWar #StopTheWar #HumanRig",negative,"the suffering of civilians during war is not a new story in the middle east. cities have been destroyed, millions displaced, and entire generations forced to grow up in conflict zones.the latest strikes in iran have added another chapter to this tragic history, with reports of hundreds killed and thousands wounded. �the washington postmany voices around the world are demanding that global powers prioritize diplomacy instead of military escalation.#iranwar #iranisraelwar #stopthewar #humanrig",negative,-1.0,1.0,Neutral
410,"""The scene here in south-eastern Tehran is chaotic. A group of teenage girls sit by the roadside, their faces blank as people run past. A woman hurriedly shoves a few of her belongings into a car, carefully placing a cage with her two cockatiel birds on the passenger seat. Others rush back into damaged apartments to grab what they can: documents, electronics, a few valuables""#Iran #Tehran #IranWar #Photography #USWar #Israel https://www.theguardian.com/world/2026/mar/05/inside-tehran-under-attack-photo-essay",neutral,"""the scene here in south-eastern tehran is chaotic. a group of teenage girls sit by the roadside, their faces blank as people run past. a woman hurriedly shoves a few of her belongings into a car, carefully placing a cage with her two cockatiel birds on the passenger seat. others rush back into damaged apartments to grab what they can: documents, electronics, a few valuables""#iran #tehran #iranwar #photography #uswar #israel",negative,-1.0,1.0,Neutral
411,"War is often presented as a necessary action, but the reality is always brutal. The bombs dropped on cities do not distinguish between soldiers and civilians.Critics argue that Israeli strikes supported by the United States have intensified the suffering in Iran and pushed the region closer to a wider war. Each day the violence continues, more innocent lives are lost.The world should not stay silent while people are dying in conflicts driven by political interests.#IranWar #IranIsraelWar #End",negative,"war is often presented as a necessary action, but the reality is always brutal. the bombs dropped on cities do not distinguish between soldiers and civilians.critics argue that israeli strikes supported by the united states have intensified the suffering in iran and pushed the region closer to a wider war. each day the violence continues, more innocent lives are lost.the world should not stay silent while people are dying in conflicts driven by political interests.#iranwar #iranisraelwar #end",negative,-0.6,0.6,Neutral
412,"RE: https://journa.host/@ScottLucas/116181440636599028#Zelensky says, as US military warns of its shortage of interceptors v. protracted #Iran missile and drone retaliation""We received a request from the United States for specific support in protection. I gave instructions to provide the necessary means""#IranWar #Israel",neutral,"re: says, as us military warns of its shortage of interceptors v. protracted #iran missile and drone retaliation""we received a request from the united states for specific support in protection. i gave instructions to provide the necessary means""#iranwar #israel",neutral,0.0,1.0,Neutral
413,EA-Irish Independent Podcast: 80 Years of US- #Iran Relations in 29 Minutes (Scott Lucas with Fionnán Sheahan)#IranWarhttps://eaworldview.com/2026/03/80-years-of-us-iran-relations-in-29-minutes/,neutral,ea-irish independent podcast: 80 years of us- #iran relations in 29 minutes (scott lucas with fionnán sheahan)#iranwar,neutral,0.0,0.0,Neutral
414,"Within hours of US-Israeli airstrikes that killed Iran’s Supreme Leader Ayatollah Ali Khamenei, Tehran imposed a near-total internet shutdown, cutting off 90 million people. Journalists now rely on VPNs, Starlink and smuggled videos—while risking arrest or even execution under new espionage laws 👇  https://www.blueprintforfreespeech.net/en/news/war-reporting-during-a-blackout@wired @WiredMiddleEast#IranWar #Starlink",negative,"within hours of us-israeli airstrikes that killed iran’s supreme leader ayatollah ali khamenei, tehran imposed a near-total internet shutdown, cutting off 90 million people. journalists now rely on vpns, starlink and smuggled videos—while risking arrest or even execution under new espionage laws :backhand_index_pointing_down: @wiredmiddleeast#iranwar #starlink",neutral,0.0,1.0,Neutral
415,"""We are removing those religious lunatics from power.""That's a video from the White House yesterday. Via Olga Nesterova https://bsky.app/profile/onestpress.onestnetwork.com/post/3mgdsl5vppk2d#USPol #Religion #Christianism #Autocracy #IranWar",negative,"""we are removing those religious lunatics from power.""that's a video from the white house yesterday. via olga nesterova #religion #christianism #autocracy #iranwar",neutral,0.0,0.0,Neutral
416,"Sri Lanka brings Iranian sailors ashore after ship sought helpCOLOMBO, Sri Lanka (AP) — Sri Lanka began transferring more than 200 sailors from an Iranian vessel to…#NewsBeep #News #BreakingNews #AbbasAraghchi #AnuraKumaraDissanayake #AsiaPacific #Boatandshipaccidents #breakingnews #Generalnews #IndianOcean #Internationalagreements #Iran #Irangovernment #iranwar #Politics #SriLanka #Worldnewshttps://www.newsbeep.com/420814/",neutral,"sri lanka brings iranian sailors ashore after ship sought helpcolombo, sri lanka (ap) — sri lanka began transferring more than 200 sailors from an iranian vessel to…#newsbeep #news #breakingnews #abbasaraghchi #anurakumaradissanayake #asiapacific #boatandshipaccidents #breakingnews #generalnews #indianocean #internationalagreements #iran #irangovernment #iranwar #politics #srilanka #worldnews",neutral,0.0,0.0,Neutral
417,"Heavy attacks hit Tehran, Israeli strikes pound BeirutFollow live coverage of developments in the Middle East as the war enters its seventh day.https://www.rte.ie/news/middle-east/2026/0306/1561927-middle-east/#IranWar #Israel #Lebanon #IsraelNews #Tehran #Beirut #News #Iran #LebanonNews #IranNews",negative,"heavy attacks hit tehran, israeli strikes pound beirutfollow live coverage of developments in the middle east as the war enters its seventh day. #israel #lebanon #israelnews #tehran #beirut #news #iran #lebanonnews #irannews",negative,-1.0,1.0,Neutral
418,Indonesia caught between US alliance and Muslim anger over Iran war#Indonesia #IranWar #Trump #BoardOfPeace #AusNewshttps://thedailyperspective.org/article/2026-03-06-indonesia-caught-between-us-alliance-and-muslim-anger-over-iran-war-6817ff35,negative,indonesia caught between us alliance and muslim anger over iran war#indonesia #iranwar #trump #boardofpeace #ausnews,neutral,0.0,1.0,Negative
