row_id,sentiment_text,ground_truth,final_text_style_b,swn_sentiment
410,"""The scene here in south-eastern Tehran is chaotic. A group of teenage girls sit by the roadside, their faces blank as people run past. A woman hurriedly shoves a few of her belongings into a car, carefully placing a cage with her two cockatiel birds on the passenger seat. Others rush back into damaged apartments to grab what they can: documents, electronics, a few valuables""#Iran #Tehran #IranWar #Photography #USWar #Israel https://www.theguardian.com/world/2026/mar/05/inside-tehran-under-attack-photo-essay",neutral,the scene here in southeastern tehran be chaotic a group of teenage girl sit by the roadside their face blank a people run past a woman hurriedly shove a few of her belonging into a car carefully place a cage with her two cockatiel bird on the passenger seat others rush back into damage apartment to grab what they can document electronics a few valuable httpswwwtheguardiancomworldmarinsidetehranunderattackphotoessay,Neutral
411,"War is often presented as a necessary action, but the reality is always brutal. The bombs dropped on cities do not distinguish between soldiers and civilians.Critics argue that Israeli strikes supported by the United States have intensified the suffering in Iran and pushed the region closer to a wider war. Each day the violence continues, more innocent lives are lost.The world should not stay silent while people are dying in conflicts driven by political interests.#IranWar #IranIsraelWar #End",negative,war be often present a a necessary action but the reality be always brutal the bomb drop on city do not distinguish between soldier and civilianscritics argue that israeli strike support by the united state have intensify the suffering in iran and push the region closer to a wide war each day the violence continue more innocent life be lostthe world should not stay silent while people be die in conflict drive by political interest,Neutral
412,"RE: https://journa.host/@ScottLucas/116181440636599028#Zelensky says, as US military warns of its shortage of interceptors v. protracted #Iran missile and drone retaliation""We received a request from the United States for specific support in protection. I gave instructions to provide the necessary means""#IranWar #Israel",neutral,httpsjournahost say a u military warns of it shortage of interceptor v protract missile and drone retaliationwe receive a request from the united state for specific support in protection i give instruction to provide the necessary mean,Neutral
413,EA-Irish Independent Podcast: 80 Years of US- #Iran Relations in 29 Minutes (Scott Lucas with Fionnán Sheahan)#IranWarhttps://eaworldview.com/2026/03/80-years-of-us-iran-relations-in-29-minutes/,neutral,eairish independent podcast year of u relation in minute scott lucas with fionnán sheahaneaworldviewcomyearsofusiranrelationsinminutes,Neutral
414,"Within hours of US-Israeli airstrikes that killed Iran’s Supreme Leader Ayatollah Ali Khamenei, Tehran imposed a near-total internet shutdown, cutting off 90 million people. Journalists now rely on VPNs, Starlink and smuggled videos—while risking arrest or even execution under new espionage laws 👇  https://www.blueprintforfreespeech.net/en/news/war-reporting-during-a-blackout@wired @WiredMiddleEast#IranWar #Starlink",negative,within hour of usisraeli airstrikes that kill iran supreme leader ayatollah ali khamenei tehran impose a neartotal internet shutdown cut off million people journalist now rely on vpns starlink and smuggle videoswhile risk arrest or even execution under new espionage law httpswwwblueprintforfreespeechnetennewswarreportingduringablackout,Neutral
415,"""We are removing those religious lunatics from power.""That's a video from the White House yesterday. Via Olga Nesterova https://bsky.app/profile/onestpress.onestnetwork.com/post/3mgdsl5vppk2d#USPol #Religion #Christianism #Autocracy #IranWar",negative,we be remove those religious lunatic from powerthats a video from the white house yesterday via olga nesterova httpsbskyappprofileonestpressonestnetworkcompostmgdslvppkd,Negative
416,"Sri Lanka brings Iranian sailors ashore after ship sought helpCOLOMBO, Sri Lanka (AP) — Sri Lanka began transferring more than 200 sailors from an Iranian vessel to…#NewsBeep #News #BreakingNews #AbbasAraghchi #AnuraKumaraDissanayake #AsiaPacific #Boatandshipaccidents #breakingnews #Generalnews #IndianOcean #Internationalagreements #Iran #Irangovernment #iranwar #Politics #SriLanka #Worldnewshttps://www.newsbeep.com/420814/",neutral,sri lanka bring iranian sailor ashore after ship seek helpcolombo sri lanka ap sri lanka begin transfer more than sailor from an iranian vessel to wwwnewsbeepcom,Neutral
417,"Heavy attacks hit Tehran, Israeli strikes pound BeirutFollow live coverage of developments in the Middle East as the war enters its seventh day.https://www.rte.ie/news/middle-east/2026/0306/1561927-middle-east/#IranWar #Israel #Lebanon #IsraelNews #Tehran #Beirut #News #Iran #LebanonNews #IranNews",negative,heavy attack hit tehran israeli strike pound beirutfollow live coverage of development in the middle east a the war enter it seventh dayhttpswwwrteienewsmiddleeastmiddleeast,Neutral
418,Indonesia caught between US alliance and Muslim anger over Iran war#Indonesia #IranWar #Trump #BoardOfPeace #AusNewshttps://thedailyperspective.org/article/2026-03-06-indonesia-caught-between-us-alliance-and-muslim-anger-over-iran-war-6817ff35,negative,indonesia caught between u alliance and muslim anger over iran war thedailyperspectiveorgarticleindonesiacaughtbetweenusallianceandmuslimangeroveriranwarff,Negative
419,"""If we examine the origins, or what we can discern of them, we get an inkling of something rather different: a closed domain of international oligarchs, exploiting the state’s power and patriotic sentiment, while creating a world order in which the American state is much weaker, or simply ceases to function. An oligarchical corridor.""#oligarchy #IranWar #USPolitics #inequality https://substack.com/app-link/post?publication_id=310897&amp;post_id=190054356&amp;isFreemail=true&amp;r=kyt85&amp;token=eyJ1c2VyX2lkIjozNTIxNjUwMSwicG9zdF9pZCI6MTkwMDU0MzU2LCJpYXQiOjE3NzI3NTY2NDUsImV4cCI6MTc3NTM0ODY0NSwiaXNzIjoicHViLTMxMDg5NyIsInN1YiI6InBvc3QtcmVhY3Rpb24ifQ.acx1KGWwS0rrQajv2UUEdpbSLJVstokthhMyhpEHh2A",neutral,if we examine the origin or what we can discern of them we get an inkling of something rather different a closed domain of international oligarch exploit the state power and patriotic sentiment while create a world order in which the american state be much weak or simply cease to function an oligarchical corridor httpssubstackcomapplinkpostpublication_idamppost_idampisfreemailtrueamprkytamptokeneyjcvyxlkijozntixnjuwmswicgzdfpzcimtkwmdumzulcjpyxqiojenzintyndusimvccimtcntmodynswiaxnzijoichviltmxmdgnyisinnyiiinbvcqtcmvhyrpbifqacxkgwwsrrqajvuuedpbsljvstokthhmyhpehha,Neutral
420,"Turkey fears it will pick up the bill for Washington&#39;s war in IranTurkish President Recep Tayyip Erdogan is intensifying diplomatic efforts to end the Iran war after an Iranian missile was shot down approaching Turkey. The country worries it could be among those most affected by the conflict, as rising oil prices threaten the nation’s fragile economy and a potential Iranian [...]https://www.rfi.fr/en/podcasts/international-report/20260305-turkey-fears-it-will-pick-up-the-bill-for-washington-s-war-in-iran#USANews #Turkey #News #USA #TurkeyNews #IranWar #IranNews #Iran #Washington",negative,turkey fear it will pick up the bill for washington war in iranturkish president recep tayyip erdogan be intensify diplomatic effort to end the iran war after an iranian missile be shoot down approach turkey the country worry it could be among those most affected by the conflict a rise oil price threaten the nation fragile economy and a potential iranian httpswwwrfifrenpodcastsinternationalreportturkeyfearsitwillpickupthebillforwashingtonswariniran,Neutral
421,US sinks warship as Trump warns Iran: ‘Surrender or face guaranteed death’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/us-sinks-warship-trump-warns-iran-surrender-face-guaranteed-death-27255668/,negative,u sink warship a trump warn iran surrender or face guarantee death httpsfedbridgyrhttpsmetrocoukussinkswarshiptrumpwarnsiransurrenderfaceguaranteeddeath,Neutral
422,Emergency alert sent to people in Dubai ‘to seek immediate shelter’ over ‘missile threats’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/emergency-alert-sent-people-dubai-to-seek-immediate-shelter-missile-threats-27255844/,negative,emergency alert send to people in dubai to seek immediate shelter over missile threat httpsfedbridgyrhttpsmetrocoukemergencyalertsentpeopledubaitoseekimmediatesheltermissilethreats,Neutral
423,This Is Even Dumber And Crazier Than The Iraq War: https://open.substack.com/pub/caitlinjohnstone/p/this-is-even-dumber-and-crazier-than?utm_campaign=post-expanded-share&amp;utm_medium=web#freeiran#vietnamwar#iraqwar#iranwar#usdisaster,negative,this be even dumb and crazy than the iraq war httpsopensubstackcompubcaitlinjohnstonepthisisevendumberandcrazierthanutm_campaignpostexpandedshareamputm_mediumweb,Negative
424,"Ansarallah official says Yemen in ‘declared state of war’  Ali al-Imad, head of Yemen’s Central Organization for Control and Auditing and member of the Ansarallah political bureau, told&nbsp;The Cradle&nbsp;in an exclusive interview on 4 March that Sanaa is already in a “declared state of war.”His comments signal potential intervention from Yemen, at some point, in the ongoing regional war sparked by the US-Israeli aggression on Iran.“Sanaa considers itself to be in a declared state of war, and the decision to escalate depends on battlefield conditions,” he said when asked about opening a front.Asked about why Sanaa’s forces have not already entered the fight directly, Imad told&nbsp;The Cradle:“From the very first day, the leader of Ansarallah, Sayyed Abdul Malik al-Houthi, announced our full readiness for confrontation. We consider ourselves to be in a declared state of war and confrontation, but determining the time and place of engagement is subject to the leadership’s decision and the conditions of the battle. We believe we are one front, and we fight our enemies only within a unified collective path.”He responded to speculation that Yemen’s position is linked to Gulf states directly entering the war offensively by saying that this “battle is not Arab versus Arab, nor is it between Islamic countries.”“The confrontation is with the US, with its direct military presence and its roles in the region. We do not link our position to any Gulf decision, and there has been no bilateral communication or offers from those regimes, nor could we accept such things,” he went on to say.“We consider standing with Iran a religious and national duty because it is on the front line confronting a project that targets the entire region, whether under the banner of ‘Greater Israel’ or the ‘New Middle East.’ We will remain steadfast in supporting the Axis of Resistance in confronting Israel, the US, and some western countries,” he added.The Cradle&nbsp;also asked the Ansarallah member if the delay in Yemeni military intervention was Sanaa’s decision, or if Yemen was waiting for a decision or request from the Axis of Resistance.“The path is one, and coordination exists within a unified front. The Yemeni decision is strongly present, but it is part of a broader vision based on acting as one nation confronting a single enemy. Victory can only be achieved through integration and coordination.”When questioned about Yemen’s red lines, he said, “Our strategy is based on clear phases of escalation. When the enemy crosses certain lines, we move to a new stage.”“This approach has been tested and proven effective, and it was previously adopted in the support front in support of Gaza.”After the genocide started in Gaza in 2023, the Ansarallah-led Yemeni Armed Forces (YAF) was among the first groups to intervene militarily – alongside Lebanon’s Hezbollah and Iraqi resistance factions.The YAF implemented an unprecedented naval blockade on Israel, and began to target vessels linked to Israeli interests or those which were en route to Israeli ports. The operations inflicted a major blow to global shipping and the Israeli economy, while European and US naval deployments failed to deter Sanaa.Yemen also targeted&nbsp;Washington’s warships, with US officials saying at the time that it was the most intense naval combat since World War II.US President Donald Trump launched a major war against Yemen in March 2025, killing hundreds of civilians in a massive bombing campaign that failed to prevent the YAF from continuing its operations.The interview with Imad comes as Iran launches non-stop drone and missile operations against Israeli targets and US bases in the Gulf, in response to the unprovoked&nbsp;war&nbsp;initiated by Washington and Tel Aviv against Tehran days ago.Iraqi resistance factions have also targeted US bases with drones.Hezbollah has begun military operations as well and has targeted several Israeli Merkava tanks on the Lebanese southern&nbsp;border.Joint rocket and missile barrages by Hezbollah and Iran were launched toward Israel on Wednesday for the first time.source: The Cradle  https://abolitionmedia.noblogs.org/?p=29465  #ansarallah #iranWar #palestine #resistance #westAsia #yemen",neutral,ansarallah official say yemen in declared state of war ali alimad head of yemens central organization for control and auditing and member of the ansarallah political bureau toldnbspthe cradlenbspin an exclusive interview on march that sanaa be already in a declared state of warhis comment signal potential intervention from yemen at some point in the ongoing regional war spark by the usisraeli aggression on iransanaa considers itself to be in a declared state of war and the decision to escalate depends on battlefield condition he say when ask about open a frontasked about why sanaas force have not already enter the fight directly imad toldnbspthe cradlefrom the very first day the leader of ansarallah sayyed abdul malik alhouthi announce our full readiness for confrontation we consider ourselves to be in a declared state of war and confrontation but determine the time and place of engagement be subject to the leadership decision and the condition of the battle we believe we be one front and we fight our enemy only within a unified collective pathhe respond to speculation that yemens position be link to gulf state directly enter the war offensively by say that this battle be not arab versus arab nor be it between islamic countriesthe confrontation be with the u with it direct military presence and it role in the region we do not link our position to any gulf decision and there have be no bilateral communication or offer from those regime nor could we accept such thing he go on to saywe consider stand with iran a religious and national duty because it be on the front line confront a project that target the entire region whether under the banner of great israel or the new middle east we will remain steadfast in support the axis of resistance in confront israel the u and some western country he addedthe cradlenbspalso ask the ansarallah member if the delay in yemeni military intervention be sanaas decision or if yemen be wait for a decision or request from the axis of resistancethe path be one and coordination exists within a unified front the yemeni decision be strongly present but it be part of a broad vision base on act a one nation confront a single enemy victory can only be achieve through integration and coordinationwhen question about yemen red line he say our strategy be base on clear phase of escalation when the enemy cross certain line we move to a new stagethis approach have be test and prove effective and it be previously adopt in the support front in support of gazaafter the genocide start in gaza in the ansarallahled yemeni arm force yaf be among the first group to intervene militarily alongside lebanon hezbollah and iraqi resistance factionsthe yaf implement an unprecedented naval blockade on israel and begin to target vessel link to israeli interest or those which be en route to israeli port the operation inflict a major blow to global shipping and the israeli economy while european and u naval deployment fail to deter sanaayemen also targetednbspwashingtons warship with u official say at the time that it be the most intense naval combat since world war iius president donald trump launch a major war against yemen in march kill hundred of civilian in a massive bombing campaign that fail to prevent the yaf from continue it operationsthe interview with imad come a iran launch nonstop drone and missile operation against israeli target and u base in the gulf in response to the unprovokednbspwarnbspinitiated by washington and tel aviv against tehran day agoiraqi resistance faction have also target u base with droneshezbollah have begin military operation a well and have target several israeli merkava tank on the lebanese southernnbspborderjoint rocket and missile barrage by hezbollah and iran be launch toward israel on wednesday for the first timesource the cradle httpsabolitionmedianoblogsorgp,Neutral
425,The US's war with Iran is looking just like the Vietnam War. The US lost the Vietnam War. Vietnam was an ally of China and the Soviet Union at that time.https://en.wikipedia.org/wiki/Vietnam_War#freeiran#china#vietnamwar#iranwar#deathofusempire,neutral,the uss war with iran be look just like the vietnam war the u lose the vietnam war vietnam be an ally of china and the soviet union at that timehttpsenwikipediaorgwikivietnam_war,Neutral
426,Martyn Turner @turnercartoons on #Iran #IranWar #MiddleEastConflict – political cartoon gallery in London original-political-cartoon.com,neutral,martyn turner on political cartoon gallery in london originalpoliticalcartooncom,Neutral
427,However Trump thinks that the people he has sent to die are suckers and losers so he doesn't care. #Trump #iranwar https://people.com/trump-says-i-guess-americans-should-worry-about-iran-attacks-11920588,negative,however trump think that the people he have send to die be sucker and loser so he doesnt care httpspeoplecomtrumpsaysiguessamericansshouldworryaboutiranattacks,Neutral
428,Steven Camley @CamleyCartoons on Donald #Trump and Keir #Starmer #Iran #IranWar #MiddleEastConflict #TrumpWar #Churchill @heraldscotland – political cartoon gallery in London original-political-cartoon.com,neutral,steven camley on donald and keir political cartoon gallery in london originalpoliticalcartooncom,Neutral
429,"RE: https://journa.host/@ScottLucas/116181133954451208#Canada: We may assist defense of Gulf States v. Iranian retaliation, but will not join US- #Israel war on #Iran Head of Canadian military: “Any operation would have to be within that zone of self-defense”#IranWar",neutral,httpsjournahost we may assist defense of gulf state v iranian retaliation but will not join u war on head of canadian military any operation would have to be within that zone of selfdefense,Neutral
430,"""Time and again, Israel has used massive firepower on civilian infrastructure and residential areas to break the will of a society ..so that the population would expend their energies on survival rather than resistance.This is what Hegseth and Rubio are now declaring as Washington’s war aims in Iran. A wilful, savage demonstration of mass destruction to no purpose other than the demonstration itself""#Iran #Israel #US #IranWarhttps://www.jonathan-cook.net/blog/2026-03-05/iran-israel-military-cult-us-grip/",negative,time and again israel have use massive firepower on civilian infrastructure and residential area to break the will of a society so that the population would expend their energy on survival rather than resistancethis be what hegseth and rubio be now declare a washington war aim in iran a wilful savage demonstration of mass destruction to no purpose other than the demonstration itself wwwjonathancooknetblogiranisraelmilitarycultusgrip,Neutral
431,"The price of diesel in Germany has climbed to more than €2 ($2.32) per litre as a result of the war in Iran, the ADAC automobile association said on Wednesday.https://dmarketforces.com/diesel-passes-e2-ltr-in-germany-over-u-s-iran-war/#Diesel #Germany #IranWar",neutral,the price of diesel in germany have climb to more than per litre a a result of the war in iran the adac automobile association say on wednesdayhttpsdmarketforcescomdieselpasseseltringermanyoverusiranwar,Neutral
432,I see that Trump is using the Iran war as an excuse to give his mate Putin a helping hand with fighting his war in Ukraine.https://www.cnbc.com/2026/03/06/us-india-waiver-russian-oil-iran-war-energy-supply-worries-.html#Trump #PutinsPuppet #IranWar #RussianOil #UkraineWar,negative,i see that trump be use the iran war a an excuse to give his mate putin a help hand with fight his war in ukrainehttpswwwcnbccomusindiawaiverrussianoiliranwarenergysupplyworrieshtml,Neutral
433,"Wars often begin with political speeches, but their consequences are written in the lives of ordinary people.In the current Iran conflict, critics say Israel’s military campaign and the support it receives from the United States have intensified the crisis and increased civilian suffering.The world must ask whether endless wars can ever bring stability to a region that has already endured so much violence.#IranWar #IranIsraelWar #Peace #Justice",neutral,war often begin with political speech but their consequence be write in the life of ordinary peoplein the current iran conflict critic say israel military campaign and the support it receive from the united state have intensify the crisis and increase civilian sufferingthe world must ask whether endless war can ever bring stability to a region that have already endure so much violence,Neutral
434,"Donald Trump says US wants to be involved in choosing Iran&#39;s next leader as conflict spreadsDonald Trump insists he has a say in picking Iran&#39;s next supreme leader, as the conflict reverberates throughout the region.https://www.sbs.com.au/news/article/donald-trump-wants-a-say-in-irans-next-leader-as-war-spreads-to-azerbaijan/74e9m7qia#IranWar #IranNews #Iran #News #Trump #USANews #USA",neutral,donald trump say u want to be involve in choose iran next leader a conflict spreadsdonald trump insist he have a say in pick iran next supreme leader a the conflict reverberate throughout the regionhttpswwwsbscomaunewsarticledonaldtrumpwantsasayiniransnextleaderaswarspreadstoazerbaijanemqia,Neutral
435,2 of 3 of his predictions has proved. Waiting for the last one.Professor Jiang Warns US Will LOSE Iran War https://youtube.com/shorts/TQ6_QezaTj8?si=6bNwnOuspwFus7k4#us #iranWar #iran,negative,of of his prediction have prove wait for the last oneprofessor jiang warn u will lose iran war httpsyoutubecomshortstq_qezatjsibnwnouspwfusk,Neutral
436,"Behind every headline about war are real human stories: a mother searching for her child, families fleeing their homes, communities turned into ruins.Reports of massive airstrikes in Iran have sparked outrage among many observers who accuse Israel and the United States of using overwhelming military force without regard for the humanitarian consequences.History will judge how the world responded to this crisis. Silence in the face of suffering is never neutral.#IranWar #IranIsraelWar #Justice",negative,behind every headline about war be real human stories a mother search for her child family flee their home community turn into ruinsreports of massive airstrikes in iran have spark outrage among many observer who accuse israel and the united state of use overwhelming military force without regard for the humanitarian consequenceshistory will judge how the world respond to this crisis silence in the face of suffering be never neutral,Neutral
437,Israel’s military chief warns the operation against Iran is moving to the “next phase” as fresh airstrikes hit Tehran and US forces reportedly strike an Iranian drone carrier amid escalating Middle East conflict. https://english.mathrubhumi.com/news/world/israel-iran-conflict-enters-next-phase-warns-israeli-military-chief-massive-attack-rocks-tehran-nihg0jsa?utm_source=dlvr.it&amp;utm_medium=mastodon #IranIsraelWar #MiddleEastConflict #IranWar #IsraelDefenseForces,negative,israel military chief warn the operation against iran be move to the next phase a fresh airstrikes hit tehran and u force reportedly strike an iranian drone carrier amid escalate middle east conflict httpsenglishmathrubhumicomnewsworldisraeliranconflictentersnextphasewarnsisraelimilitarychiefmassiveattackrockstehrannihgjsautm_sourcedlvritamputm_mediummastodon,Neutral
438,"—&gt;&gt; #JimmyKimmel ⦁ #JimmyKimmelLive &lt;&lt;—  #TRump Fires #KristiNoem  Missing #EpsteinFiles Published  #Republicans Play Both-Sides of #IranWar  #Comedy #Humour #Humor #Pol #Politics #GeoPolitics #WorldNews #News #AusPol #CdnPoli #EUpol #NZpol #UKpol #USpol youtu.be/xIPwqM2Wyr4Trump Fires Kristi Noem, Missi...",neutral,gtgt ltlt fire miss publish play bothsides of youtubexipwqmwyrtrump fire kristi noem missi,Negative
439,"Interesting, someone (Iran?) broadcasting English anti-Trump content on 11780Mhz, you can hear it on SDR in Europe.  Looks like it's technically the ""IRIB Voice of I.R. Iran"". Wondering who they are replaying (American accents... but who knows nowadays with AI).  US, UK consider them hostile propaganda, including sanctions and criminal charges against anyone caught working with that shortwave channel. #shortwave  #IranWar",neutral,interest someone iran broadcast english antitrump content on mhz you can hear it on sdr in europe look like it technically the irib voice of ir iran wonder who they be replay american accent but who know nowadays with ai u uk consider them hostile propaganda include sanction and criminal charge against anyone catch work with that shortwave channel,Neutral
440,—&gt;&gt; #JimmyKimmel ⦁ #JimmyKimmelLive &lt;&lt;—#TRump Fires #KristiNoemMissing #EpsteinFiles Published#Republicans Play Both-Sides of #IranWar#Comedy #Humour #Humor#Pol #Politics #GeoPolitics #WorldNews #News#AusPol #CdnPoli #EUpol #NZpol #UKpol #USpolhttps://youtu.be/xIPwqM2Wyr4,neutral,gtgt ltlt fire publish play bothsides of youtubexipwqmwyr,Negative
441,Six American soldiers killed in Iran strike; war casts shadow over Western alliance#IranWar #USMilitary #MiddleEast #AusNewshttps://thedailyperspective.org/article/2026-03-06-six-american-soldiers-killed-in-iran-strike-war-casts-shadow-over-western-allian-dbf65e49,negative,six american soldier kill in iran strike war cast shadow over western alliance thedailyperspectiveorgarticlesixamericansoldierskillediniranstrikewarcastsshadowoverwesternalliandbfe,Neutral
442,A look at the Kurds and their relationships in the Middle EastBRUSSELS (AP) — Thousands of battle-hardened Kurds in northern Iraq are preparing for a potential cross-border military opera…#NewsBeep #News #Headlines #AbdullahMohtadi #DonaldTrump #Generalnews #george-w-bush #gerald-ford #Iran #Irangovernment #iranwar #Iraq #Iraqgovernment #Islam #KhalilNadiri #Politics #Rebellionsanduprisings #RonaldReagan #SaddamHussein #U.S.news #Warandunrest #World #Worldnewshttps://www.newsbeep.com/420548/,neutral,a look at the kurd and their relationship in the middle eastbrussels ap thousand of battlehardened kurd in northern iraq be prepare for a potential crossborder military opera wbush ford snews wwwnewsbeepcom,Neutral
443,NHK News: Trump hints at taking actions on Cuba after Iran military operations endhttps://www3.nhk.or.jp/nhkworld/en/news/20260306_10/#USPol #IranWar #Cuba,neutral,nhk news trump hint at take action on cuba after iran military operation endhttpswwwnhkorjpnhkworldennews_,Neutral
444,"Interview: &quot; We already are in a scenario where the US has lost control of this war&quot;&quot;Iran is the weaker party, but it has the capability to create a much longer mayhem than envisioned by the US &amp; Israel.&quot;~Political scientist Vali Nasrhttps://www.aljazeera.com/video/the-bottom-line/2026/3/4/iran-war-redrawing-the-map-of-the-middle-east-israeli-style #USPol #EUPol #IranWar #USImperialism #news #USIsraeliCrimes .",neutral,interview we already be in a scenario where the u have lose control of this wariran be the weak party but it have the capability to create a much longer mayhem than envision by the u amp israelpolitical scientist vali nasrhttpswwwaljazeeracomvideothebottomlineiranwarredrawingthemapofthemiddleeastisraelistyle,Neutral
445,Africa: The Iran War and Global Trade - Will the Cape Route Become the New Normal?: [The Conversation Africa] Events in the Middle East during February and March 2026 again disrupted the flows of shipping trade to the eastern and western spheres of the international system. http://newsfeed.facilit8.network/TRKVHL #Africa #IranWar #GlobalTrade #ShippingTrade #CapeRoute,neutral,africa the iran war and global trade will the cape route become the new normal the conversation africa event in the middle east during february and march again disrupt the flow of ship trade to the eastern and western sphere of the international system httpnewsfeedfacilitnetworktrkvhl,Neutral
446,"The images coming from Iran today are heartbreaking: destroyed neighborhoods, injured civilians, and families searching for loved ones.Reports say the conflict has already killed more than a thousand people and left thousands wounded in just a short period of time. �The Business StandardMany observers believe that if diplomacy is not prioritized, the conflict could spread further across the Middle East.#IranWar #IranIsraelWar #MiddleEastConflict #StopWar",negative,the image come from iran today be heartbreaking destroy neighborhood injure civilian and family search for loved onesreports say the conflict have already kill more than a thousand people and leave thousand wound in just a short period of time the business standardmany observer believe that if diplomacy be not prioritize the conflict could spread far across the middle east,Neutral
447,"#EtymologyNerd #Iran #IranWar #Genocide #USPol #PoliticsNot only is #Trump still supporting the genocide perpetrated by #Israel, he’s also now doing everything he can to not be outdonehttps://youtube.com/shorts/xRNCQbWLZww?si=Pc0BI065APZ_2UOJ",negative,only be still support the genocide perpetrate by he also now do everything he can to not be outdonehttpsyoutubecomshortsxrncqbwlzwwsipcbiapz_uoj,Neutral
448,"RT: @barbaraslavin1 . key point re #Iranwar @potus would be satisfied with a #Venezuela solution for #Iran; Bibi prefers a #Libya model of chaos, civil war and fragmentation. At what point will Trump see that  U.S. and #Israeli aims diverge and what will he do about it? @NPRinskeep @TomGoldstone",neutral,rt key point re would be satisfy with a solution for bibi prefers a model of chaos civil war and fragmentation at what point will trump see that u and aim diverge and what will he do about it,Positive
449,"I buy home heating oil for my workplace. Price jump 80 cents a gallon in four days, thanks to Trump's War of Stupidity to Distract from his bff Epstein and child rapists.#Trumpflation #IranWar#epstein_files",negative,i buy home heating oil for my workplace price jump cent a gallon in four day thanks to trump war of stupidity to distract from his bff epstein and child rapist,Neutral
450,Iran is the only country fighting a war against 16 countries at once.  Allahu Akbar.#sheikhmdhossain #IranWar #Iranian #IStandWithIran #Khamenei,negative,iran be the only country fight a war against country at once allahu akbar,Neutral
451,Bagley Cartoon: Jesus Take the Wheelhttps://www.sltrib.com/opinion/bagley/2026/03/05/bagley-cartoon-jesus-take-wheel/#uspol #IranWar #religion,neutral,bagley cartoon jesus take the wheelhttpswwwsltribcomopinionbagleybagleycartoonjesustakewheel,Neutral
452,"How the #warInIran is fueled by 2 years of AI-assisted #genocideInGaza""Tools from #Anthropic and #OpenAI are being used by the Pentagon to make military decisions in #Iran, guiding decisions could cost lives. Fast, powerful, or flawed, how have #AI systems already changed how wars are fought?""https://omny.fm/shows/the-take/how-is-the-us-using-anthropics-claude-ai-in-iran#IranWar #warOnIran #militarizedAI #artificialIntelligence #ClaudeAI #régimeChangeWars #tech #colonialViolence",negative,how the be fuel by year of aiassisted tool from and be be use by the pentagon to make military decision in guiding decision could cost life fast powerful or flaw how have system already change how war be foughthttpsomnyfmshowsthetakehowistheususinganthropicsclaudeaiiniran,Neutral
453,"Israel decided in November to eliminate Iran’s Supreme Leader Ali Khamenei, Defence Minister Israel Katz revealed, as Israeli forces continue airstrikes across Tehran. https://english.mathrubhumi.com/news/world/israel-planned-killing-ali-khamenei-november-israel-katz-may3ldq9?utm_source=dlvr.it&amp;utm_medium=mastodon #Israel #LatestNews #IsraelIranWar #IranWar",negative,israel decide in november to eliminate iran supreme leader ali khamenei defence minister israel katz reveal a israeli force continue airstrikes across tehran httpsenglishmathrubhumicomnewsworldisraelplannedkillingalikhameneinovemberisraelkatzmayldqutm_sourcedlvritamputm_mediummastodon,Neutral
454,"@Jinjirrie ironically there was a protest here in Adelaide about the #iranwar and Australia’s involvement, somebody had to be there with a Palestine flag.They protest so much they don’t even know what they’re protesting for and it’s lost all meaning.",neutral,ironically there be a protest here in adelaide about the and australias involvement somebody have to be there with a palestine flagthey protest so much they dont even know what theyre protest for and it lose all meaning,Neutral
455,"War propaganda always tries to justify violence, but the destruction on the ground tells a different story. Cities burning, hospitals struggling to treat the wounded, and families mourning their dead.Many critics say Israel and the United States are responsible for escalating the current conflict in Iran and risking a regional war that could affect millions of people.The people of the Middle East deserve peace, not another generation growing up under the shadow of war.#IranWar #IranIsraelWar",negative,war propaganda always try to justify violence but the destruction on the ground tell a different story city burn hospital struggle to treat the wounded and family mourn their deadmany critic say israel and the united state be responsible for escalate the current conflict in iran and risk a regional war that could affect million of peoplethe people of the middle east deserve peace not another generation grow up under the shadow of war,Neutral
456,"History will remember not just the political speeches about war, but also the lives lost and the cities destroyed.The current military campaign involving Israel and the United States in Iran has already caused heavy casualties and humanitarian concerns. �The Washington PostIf the world truly wants peace, then diplomacy and justice must replace the politics of endless war.#IranWar #IranIsraelWar #PeaceNow #HumanRights #StopTheWar",neutral,history will remember not just the political speech about war but also the life lose and the city destroyedthe current military campaign involve israel and the united state in iran have already cause heavy casualty and humanitarian concern the washington postif the world truly want peace then diplomacy and justice must replace the politics of endless war,Neutral
457,"President Trump hints that #Cuba is next on the agenda following the military campaign in #Iran. With Havana under a total energy blockade and Rubio leading the charge, tensions are hitting a breaking point. https://english.mathrubhumi.com/news/world/us-policy-cuba-after-iran-campaign-dkxlv2ko?utm_source=dlvr.it&amp;utm_medium=mastodon #Cuba #Trump #MarcoRubio #IranWar #OperationEpicFury",negative,president trump hint that be next on the agenda follow the military campaign in with havana under a total energy blockade and rubio lead the charge tension be hit a breaking point httpsenglishmathrubhumicomnewsworlduspolicycubaafterirancampaigndkxlvkoutm_sourcedlvritamputm_mediummastodon,Neutral
